GameId,Year,Round,Date,MaxTemp,MinTemp,Rainfall,Venue,StartTime,Attendance,HomeTeam,HomeTeamScoreQT,HomeTeamScoreHT,HomeTeamScore3QT,HomeTeamScoreFT,HomeTeamScore,AwayTeam,AwayTeamScoreQT,AwayTeamScoreHT,AwayTeamScore3QT,AwayTeamScoreFT,AwayTeamScore
2015R1204,2015,R12,2015-06-20,16.3,6.9,0.2,Sydney Showground,4:35 PM,7824.0,Greater Western Sydney,1.4,4.8,8.12,8.13,61.0,North Melbourne,6.2,10.4,13.5,18.9,117
2015R1205,2015,R12,2015-06-20,11.8,2.8,0.0,Docklands,7:20 PM,21129.0,Western Bulldogs,5.3,8.6,13.11,22.14,146.0,Brisbane Lions,2.1,5.3,8.5,11.8,74
2015R1206,2015,R12,2015-06-21,12.4,3.2,0.2,Kardinia Park,3:20 PM,28007.0,Geelong,3.1,6.4,11.5,13.11,89.0,Melbourne,5.2,7.3,13.4,18.5,113
2015R1301,2015,R13,2015-06-25,20.7,4.5,0.0,Subiaco,6:10 PM,37145.0,Fremantle,3.2,7.4,9.6,12.8,80.0,Collingwood,3.4,7.6,9.6,11.7,73
2015R1302,2015,R13,2015-06-26,17.9,10.1,3.4999999999999996,S.C.G.,7:50 PM,37579.0,Sydney,3.4,8.7,10.8,11.11,77.0,Richmond,2.4,3.5,10.1,14.11,95
2015R1303,2015,R13,2015-06-27,14.2,4.4,0.0,M.C.G.,1:40 PM,62500.0,Hawthorn,2.4,5.8,11.14,16.18,114.0,Essendon,2.5,5.7,7.8,11.1,76
2015R1304,2015,R13,2015-06-27,22.6,14.9,0.0,Gabba,4:35 PM,18146.0,Brisbane Lions,4.3,6.5,10.7,10.9,69.0,Adelaide,2.3,3.6,5.13,11.16,82
2015R1305,2015,R13,2015-06-27,14.2,4.4,0.0,Docklands,7:20 PM,26511.0,St Kilda,1.5,3.7,5.9,7.14,56.0,Western Bulldogs,1.3,3.4,7.7,9.8,62
2015R1306,2015,R13,2015-06-28,14.2,8.2,0.0,Docklands,3:20 PM,30207.0,Carlton,3.3,8.7,11.14,14.19,103.0,Gold Coast,5.5,6.7,8.9,9.15,69
2015R1401,2015,R14,2015-07-02,17.2,6.1,0.0,S.C.G.,7:20 PM,28316.0,Sydney,4.1,8.5,12.7,14.1,94.0,Port Adelaide,4.1,6.6,8.7,12.12,84
2015R1402,2015,R14,2015-07-03,10.9,3.5,3.4999999999999996,M.C.G.,7:50 PM,75880.0,Collingwood,3.5,7.7,9.16,12.19,91.0,Hawthorn,4.2,8.5,12.7,15.11,101
2015R1403,2015,R14,2015-07-04,9.9,7.0,1.6,M.C.G.,1:40 PM,35968.0,Richmond,1.4,3.7,5.12,10.18,78.0,Greater Western Sydney,2.3,4.6,8.9,10.9,69
2015R1404,2015,R14,2015-07-04,21.7,12.0,0.0,Carrara,4:40 PM,14444.0,Gold Coast,2.3,5.5,11.9,19.11,125.0,North Melbourne,0.4,3.6,6.9,10.1,70
2015R1405,2015,R14,2015-07-04,9.9,7.0,1.6,Docklands,7:30 PM,31445.0,Western Bulldogs,3.3,4.4,7.8,9.1,64.0,Carlton,1.1,4.7,4.11,7.11,53
2015R1406,2015,R14,2015-07-04,31.4,17.9,0.0,Marrara Oval,7:10 PM,11873.0,Melbourne,2.4,5.5,8.6,9.6,60.0,West Coast,5.4,7.8,10.14,16.18,114
2015R1407,2015,R14,2015-07-05,15.3,7.2,0.0,Docklands,1:10 PM,38020.0,Essendon,1.0,5.1,7.3,8.4,52.0,St Kilda,5.3,10.8,17.9,23.305,148
2015R1408,2015,R14,2015-07-05,20.5,10.7,1.8,Subiaco,2:40 PM,32970.0,Fremantle,3.0,5.2,6.5,13.6,84.0,Brisbane Lions,3.2,5.2,6.2,7.6,48
2015R1501,2015,R15,2015-07-09,18.5,10.2,0.0,Adelaide Oval,7:20 PM,44496.0,Port Adelaide,5.3,6.6,8.11,9.12,66.0,Collingwood,1.1,5.5,7.6,9.9,63
2015R1502,2015,R15,2015-07-10,14.0,7.3,0.0,M.C.G.,7:50 PM,52564.0,Richmond,2.2,4.5,8.7,10.11,71.0,Carlton,1.4,2.7,4.9,5.11,41
2015R1503,2015,R15,2015-07-11,13.4,9.8,0.6,M.C.G.,1:40 PM,38861.0,Essendon,1.3,3.4,9.7,10.9,69.0,Melbourne,1.3,3.9,4.13,7.18,60
2015R1504,2015,R15,2015-07-11,27.1,19.1,0.4,Cazaly's Stadium,4:35 PM,9449.0,Western Bulldogs,1.1,3.3,4.9,14.11,95.0,Gold Coast,5.3,6.3,9.5,11.7,73
2015R1505,2015,R15,2015-07-11,13.4,9.8,0.6,Docklands,7:20 PM,31270.0,North Melbourne,3.2,10.5,14.7,18.12,120.0,Geelong,3.3,4.8,7.11,11.13,79
2015R1506,2015,R15,2015-07-11,16.7,2.6,0.2,Subiaco,5:40 PM,38133.0,West Coast,4.0,12.7,15.1,22.15,147.0,Adelaide,6.2,6.3,11.5,14.7,91
2015R1507,2015,R15,2015-07-12,14.8,6.6,3.4999999999999996,Sydney Showground,1:10 PM,9178.0,Greater Western Sydney,4.3,8.5,8.8,12.12,84.0,St Kilda,0.5,2.7,5.1,6.13,49
2015R1508,2015,R15,2015-07-12,13.7,6.5,3.4999999999999996,York Park,3:20 PM,16792.0,Hawthorn,4.3,7.6,13.8,17.13,115.0,Fremantle,1.2,1.4,3.7,6.7,43
2015R1509,2015,R15,2015-07-12,18.3,12.2,0.6,Gabba,4:40 PM,16936.0,Brisbane Lions,2.3,3.3,7.5,7.7,49.0,Sydney,1.2,5.3,8.6,10.1,70
2015R1601,2015,R16,2015-07-17,11.9,5.5,2.6,Docklands,7:50 PM,31025.0,North Melbourne,2.4,5.5,10.7,14.9,93.0,Essendon,1.5,6.7,7.1,9.14,68
2015R1602,2015,R16,2015-07-18,11.4,7.0,3.4999999999999996,Kardinia Park,1:45 PM,25041.0,Geelong,3.4,4.8,8.1,10.12,72.0,Western Bulldogs,2.2,3.4,6.1,9.1,64
2015R1603,2015,R16,2015-07-18,19.3,4.9,0.0,Carrara,2:10 PM,9589.0,Gold Coast,4.1,7.4,8.4,12.7,79.0,Greater Western Sydney,6.4,7.9,8.15,13.16,94
2015R1604,2015,R16,2015-07-18,11.5,5.9,0.8,Docklands,4:35 PM,36527.0,Collingwood,1.4,4.6,7.9,7.14,56.0,West Coast,2.6,4.1,7.16,11.21,87
2015R1605,2015,R16,2015-07-18,14.8,4.7,3.4,Stadium Australia,7:20 PM,37369.0,Sydney,0.2,4.5,6.12,7.15,57.0,Hawthorn,6.1,9.5,16.7,23.305,146
2015R1606,2015,R16,2015-07-18,20.5,12.6,0.8,Subiaco,5:40 PM,33581.0,Fremantle,6.2,8.6,11.8,13.17,95.0,Carlton,3.2,6.3,8.5,8.5,53
2015R1607,2015,R16,2015-07-19,13.2,-1.5,0.0,M.C.G.,1:10 PM,25149.0,Melbourne,5.4,7.7,7.1,8.12,60.0,Brisbane Lions,1.2,1.5,3.8,4.12,36
2015R1608,2015,R16,2015-07-19,11.9,1.4,0.0,Adelaide Oval,2:50 PM,53518.0,Port Adelaide,3.4,8.4,13.6,17.11,113.0,Adelaide,6.1,11.3,18.6,18.8,116
2015R1609,2015,R16,2015-07-19,13.2,-1.5,0.0,Docklands,4:40 PM,45722.0,St Kilda,2.5,3.8,4.1,10.13,73.0,Richmond,2.3,8.6,13.8,13.11,89
2015R1701,2015,R17,2015-07-24,14.5,8.8,0.0,Docklands,7:50 PM,26815.0,Carlton,0.2,2.5,2.7,4.11,35.0,Hawthorn,5.2,12.899999999999999,18.825000000000003,23.305,148
2015R1702,2015,R17,2015-07-25,13.4,4.4,2.4,Manuka Oval,1:45 PM,14667.0,Greater Western Sydney,1.1,2.3,4.6,6.6,42.0,Geelong,3.6,5.1,6.1,9.15,69
2015R1703,2015,R17,2015-07-25,15.1,11.1,1.2,Adelaide Oval,1:40 PM,41715.0,Adelaide,4.1,9.5,11.1,19.11,125.0,Gold Coast,4.1,7.4,10.7,12.8,80
2015R1704,2015,R17,2015-07-25,12.7,7.8,2.6,M.C.G.,4:35 PM,39777.0,Richmond,1.4,5.8,8.14,10.18,78.0,Fremantle,1.4,5.6,8.9,12.1,82
2015R1705,2015,R17,2015-07-25,12.7,7.8,2.6,Docklands,7:20 PM,23705.0,Essendon,6.1,8.9,12.12,17.14,116.0,Port Adelaide,4.3,10.5,13.6,20.9,129
2015R1706,2015,R17,2015-07-25,24.3,16.5,0.0,Gabba,7:20 PM,15563.0,Brisbane Lions,1.1,4.4,4.5,5.8,38.0,North Melbourne,5.5,7.7,9.11,16.14,110
2015R1707,2015,R17,2015-07-26,11.7,6.3,3.4999999999999996,Docklands,1:10 PM,40581.0,Western Bulldogs,5.5,9.6,13.9,15.14,104.0,Collingwood,3.4,7.7,9.7,13.8,86
2015R1708,2015,R17,2015-07-26,11.7,6.3,3.4999999999999996,M.C.G.,3:20 PM,22945.0,Melbourne,1.2,3.6,5.9,6.1,46.0,St Kilda,4.4,4.7,10.8,12.11,83
2015R1709,2015,R17,2015-07-26,18.2,3.9,0.0,Subiaco,2:40 PM,38760.0,West Coast,5.0,8.5,12.1,15.13,103.0,Sydney,0.5,1.6,5.7,7.9,51
2015R1801,2015,R18,2015-07-31,13.6,3.5,0.0,M.C.G.,7:50 PM,66305.0,Hawthorn,0.3,5.6,5.8,7.11,53.0,Richmond,3.4,5.4,8.8,10.11,71
2015R1802,2015,R18,2015-08-01,11.8,6.0,0.0,Kardinia Park,1:45 PM,21913.0,Geelong,5.1,7.4,13.7,17.11,113.0,Brisbane Lions,2.1,3.6,5.7,8.9,57
2015R1803,2015,R18,2015-08-01,11.2,7.3,0.8,M.C.G.,2:10 PM,37894.0,Collingwood,1.4,4.6,7.1,7.12,54.0,Melbourne,4.4,6.5,9.6,13.13,91
2015R1804,2015,R18,2015-08-01,23.3,7.4,0.0,S.C.G.,4:35 PM,38690.0,Sydney,6.2,11.5,13.9,17.15,117.0,Adelaide,2.2,4.4,7.8,9.11,65
2015R1805,2015,R18,2015-08-01,11.2,7.3,0.8,Docklands,7:20 PM,25251.0,Carlton,1.2,6.5,7.6,8.6,54.0,North Melbourne,5.3,8.3,12.6,18.1,118
2015R1806,2015,R18,2015-08-01,23.2,11.9,0.0,Carrara,7:20 PM,9341.0,Gold Coast,2.2,5.5,8.9,12.11,83.0,West Coast,2.6,5.11,7.12,11.17,83
2015R1807,2015,R18,2015-08-02,14.6,8.3,3.4999999999999996,Adelaide Oval,12:40 PM,35977.0,Port Adelaide,4.5,8.5,12.7,17.1,112.0,St Kilda,1.4,3.1,4.12,6.13,49
2015R1808,2015,R18,2015-08-02,14.2,6.2,0.2,Docklands,3:20 PM,33466.0,Essendon,0.4,2.5,4.7,5.1,40.0,Western Bulldogs,1.2,8.8,15.11,19.13,127
2015R1809,2015,R18,2015-08-02,17.0,6.0,0.0,Subiaco,2:40 PM,34625.0,Fremantle,4.2,6.8,10.11,12.12,84.0,Greater Western Sydney,1.2,2.6,5.8,9.9,63
2015R1901,2015,R19,2015-08-07,11.8,9.9,0.2,Adelaide Oval,7:20 PM,49116.0,Adelaide,2.6,5.8,8.16,11.22,88.0,Richmond,3.1,5.2,6.2,8.4,52
2015R1902,2015,R19,2015-08-08,12.3,8.2,0.0,M.C.G.,1:45 PM,48133.0,Collingwood,3.2,7.7,9.9,16.9,105.0,Carlton,2.2,5.3,7.6,13.9,87
2015R1903,2015,R19,2015-08-08,12.3,8.2,0.0,Docklands,2:10 PM,20590.0,Western Bulldogs,2.2,9.7,12.13,19.14,128.0,Port Adelaide,3.3,3.5,6.7,9.1,64
2015R1904,2015,R19,2015-08-08,22.1,7.5,0.0,Gabba,4:35 PM,19920.0,Brisbane Lions,3.6,6.7,10.12,14.16,100.0,Gold Coast,3.4,6.8,13.11,17.12,114
2015R1905,2015,R19,2015-08-08,14.4,6.6,0.0,Kardinia Park,7:20 PM,27910.0,Geelong,3.4,6.4,9.9,14.11,95.0,Sydney,4.1,8.5,8.7,9.9,63
2015R1906,2015,R19,2015-08-08,15.2,8.4,3.4999999999999996,Subiaco,5:40 PM,34843.0,West Coast,5.3,6.5,9.6,11.8,74.0,Hawthorn,2.3,5.5,8.8,13.1,88
2015R1907,2015,R19,2015-08-09,13.0,7.1,0.0,M.C.G.,1:10 PM,30695.0,Melbourne,2.0,6.4,11.6,14.8,92.0,North Melbourne,7.4,9.4,12.1,19.13,127
2015R1908,2015,R19,2015-08-09,17.7,3.3,0.0,Sydney Showground,3:20 PM,10093.0,Greater Western Sydney,2.4,3.5,8.7,14.9,93.0,Essendon,3.5,4.7,5.9,8.13,61
2015R1909,2015,R19,2015-08-09,13.0,7.1,0.0,Docklands,4:40 PM,16409.0,St Kilda,2.4,2.8,3.9,8.11,59.0,Fremantle,7.1,12.2,14.5,15.6,96
2015R2001,2015,R20,2015-08-14,19.0,7.1,0.0,S.C.G.,7:50 PM,38408.0,Sydney,3.4,5.6,8.9,13.9,87.0,Collingwood,2.3,4.7,8.14,10.16,76
2015R2002,2015,R20,2015-08-15,14.7,9.4,0.0,Docklands,1:45 PM,25914.0,Essendon,4.3,4.6,6.1,8.11,59.0,Adelaide,3.3,9.6,16.8,23.305,148
2015R2003,2015,R20,2015-08-15,14.2,2.2,1.0,Bellerive Oval,2:10 PM,14346.0,North Melbourne,2.1,4.3,13.8,18.12,120.0,St Kilda,3.3,6.11,8.13,11.17,83
2015R2004,2015,R20,2015-08-15,14.4,10.1,0.6,Adelaide Oval,4:05 PM,32436.0,Port Adelaide,5.5,9.1,11.13,16.15,111.0,Greater Western Sydney,3.6,8.6,12.9,13.12,90
2015R2005,2015,R20,2015-08-15,22.6,8.0,0.0,Gabba,7:20 PM,17744.0,Brisbane Lions,3.2,8.7,15.9,20.11,131.0,Carlton,6.3,6.7,9.1,9.13,67
2015R2006,2015,R20,2015-08-15,14.7,9.4,0.0,M.C.G.,7:20 PM,55802.0,Geelong,3.2,6.7,10.8,12.13,85.0,Hawthorn,7.2,9.4,15.7,19.7,121
2015R2007,2015,R20,2015-08-16,16.7,3.3,0.0,M.C.G.,1:10 PM,38508.0,Richmond,6.1,8.2,14.5,22.6,138.0,Gold Coast,2.0,5.3,7.3,8.7,55
2015R2008,2015,R20,2015-08-16,16.7,3.3,0.0,Docklands,3:20 PM,27805.0,Western Bulldogs,7.700000000000001,14.125,14.7,24.9,153.0,Melbourne,0.2,2.4,7.7,8.7,55
2015R2009,2015,R20,2015-08-16,23.3,9.1,0.0,Subiaco,2:40 PM,41959.0,Fremantle,1.3,2.6,5.1,11.14,80.0,West Coast,7.2,8.7,11.12,15.14,104
2015R2101,2015,R21,2015-08-21,18.0,10.1,0.0,Docklands,7:50 PM,28657.0,Hawthorn,2.3,5.6,11.7,13.8,86.0,Port Adelaide,4.5,7.5,11.8,16.12,108
2015R2102,2015,R21,2015-08-22,19.3,9.9,0.0,M.C.G.,1:45 PM,63178.0,Collingwood,3.3,3.1,6.13,7.14,56.0,Richmond,7.3,10.6,14.9,23.305,147
2015R2103,2015,R21,2015-08-22,27.9,10.4,0.0,Sydney Showground,2:10 PM,19507.0,Greater Western Sydney,2.2,3.5,4.6,6.8,44.0,Sydney,6.0,7.5,14.8,20.13,133
2015R2104,2015,R21,2015-08-22,22.9,16.8,3.4999999999999996,Carrara,4:35 PM,16253.0,Gold Coast,5.3,9.5,12.7,14.13,97.0,Essendon,4.1,7.7,11.7,14.11,95
2015R2105,2015,R21,2015-08-22,19.3,9.9,0.0,Docklands,7:20 PM,25245.0,St Kilda,5.4,8.7,11.9,14.13,97.0,Geelong,5.1,9.2,13.4,15.7,97
2015R2106,2015,R21,2015-08-22,17.0,8.6,0.8,Adelaide Oval,7:10 PM,46609.0,Adelaide,2.3,10.4,14.6,20.11,131.0,Brisbane Lions,3.3,3.3,6.5,6.8,44
2015R2107,2015,R21,2015-08-23,16.5,5.7,0.0,Docklands,1:10 PM,23857.0,North Melbourne,3.2,6.5,9.8,14.1,94.0,Fremantle,7.2,8.6,10.8,12.11,83
2015R2108,2015,R21,2015-08-23,16.5,5.7,0.0,M.C.G.,3:20 PM,33962.0,Carlton,6.2,10.2,11.3,12.6,78.0,Melbourne,1.2,2.3,6.9,7.13,55
2015R2109,2015,R21,2015-08-23,18.8,5.2,0.0,Subiaco,2:40 PM,37733.0,West Coast,5.5,11.9,16.1,25.100000000000005,160.5,Western Bulldogs,3.2,9.5,12.6,13.7,85
2015R2201,2015,R22,2015-08-28,13.2,5.9,3.4999999999999996,M.C.G.,7:50 PM,40582.0,Geelong,1.1,3.3,6.6,9.8,62.0,Collingwood,7.1,11.5,13.6,17.8,110
2015R2202,2015,R22,2015-08-29,19.5,6.0,0.0,Sydney Showground,1:45 PM,9538.0,Greater Western Sydney,2.3,5.8,13.11,20.12,132.0,Carlton,2.4,4.9,5.9,7.9,51
2015R2203,2015,R22,2015-08-29,12.2,0.7,1.8,York Park,2:10 PM,11731.0,Hawthorn,1.3,11.4,15.5,21.8,134.0,Brisbane Lions,4.2,5.6,8.8,9.8,62
2015R2204,2015,R22,2015-08-29,11.1,3.8,3.2,Docklands,4:35 PM,37299.0,North Melbourne,1.5,3.8,5.11,10.13,73.0,Western Bulldogs,1.3,5.5,7.1,14.12,96
2015R2205,2015,R22,2015-08-29,11.1,3.8,3.2,M.C.G.,7:20 PM,37864.0,Essendon,2.0,5.0,6.2,7.5,47.0,Richmond,1.4,4.1,7.12,10.14,74
2015R2206,2015,R22,2015-08-29,22.5,13.3,0.2,Carrara,7:20 PM,9343.0,Gold Coast,2.2,4.3,6.5,7.9,51.0,Port Adelaide,2.6,6.9,10.11,12.16,88
2015R2207,2015,R22,2015-08-30,16.2,6.2,0.0,Adelaide Oval,12:40 PM,52460.0,Adelaide,7.700000000000001,9.6,14.8,19.12,126.0,West Coast,0.1,5.4,6.6,10.9,69
2015R2208,2015,R22,2015-08-30,12.5,7.5,2.4,Docklands,3:20 PM,27856.0,St Kilda,1.5,3.9,4.12,4.14,38.0,Sydney,4.3,10.6,15.1,20.15,135
2015R2209,2015,R22,2015-08-30,18.7,13.8,3.4999999999999996,Subiaco,2:40 PM,33529.0,Fremantle,5.1,11.3,14.5,17.6,108.0,Melbourne,0.1,4.2,6.5,8.6,54
2015R2301,2015,R23,2015-09-04,13.3,4.7,0.0,Docklands,7:50 PM,40461.0,Richmond,1.4,2.7,7.11,16.12,108.0,North Melbourne,2.3,4.5,6.6,10.7,67
2015R2302,2015,R23,2015-09-05,13.8,8.3,0.0,Kardinia Park,1:05 PM,26128.0,Geelong,5.6,8.9,11.11,17.17,119.0,Adelaide,1.3,3.8,9.12,11.14,80
2015R2303,2015,R23,2015-09-05,23.6,12.0,0.0,Gabba,1:45 PM,15434.0,Brisbane Lions,2.5,8.12,14.15,19.16,130.0,Western Bulldogs,7.475,11.2,13.6,19.8,122
2015R2304,2015,R23,2015-09-05,17.1,3.5,0.0,Adelaide Oval,3:20 PM,37922.0,Port Adelaide,1.3,9.4,13.8,18.14,122.0,Fremantle,4.4,4.4,7.4,8.5,53
2015R2305,2015,R23,2015-09-05,15.0,8.8,0.0,M.C.G.,4:40 PM,33182.0,Hawthorn,5.3,9.5,14.7,17.11,113.0,Carlton,1.2,4.5,5.7,8.8,56
2015R2306,2015,R23,2015-09-05,19.4,11.1,0.0,S.C.G.,7:25 PM,25424.0,Sydney,6.3,9.7,11.11,19.13,127.0,Gold Coast,0.2,6.3,7.7,9.1,64
2015R2307,2015,R23,2015-09-05,19.2,13.0,3.4999999999999996,Subiaco,5:40 PM,36165.0,West Coast,4.4,7.7,13.14,18.17,125.0,St Kilda,2.1,3.5,4.5,4.6,30
2015R2308,2015,R23,2015-09-06,15.5,3.2,0.0,Docklands,1:10 PM,8974.0,Melbourne,4.1,7.6,13.1,15.13,103.0,Greater Western Sydney,4.1,7.4,9.7,11.11,77
2015R2309,2015,R23,2015-09-06,15.5,3.2,0.0,M.C.G.,3:20 PM,40270.0,Collingwood,4.2,8.3,12.5,14.8,92.0,Essendon,3.2,9.5,11.7,14.11,95
2015QF01,2015,QF,2015-09-11,21.2,10.4,3.4999999999999996,Subiaco,6:20 PM,42663.0,West Coast,2.2,7.6,12.11,14.12,96.0,Hawthorn,2.3,2.4,4.9,9.1,64
2015EF01,2015,EF,2015-09-12,21.6,12.3,0.0,M.C.G.,7:20 PM,60872.0,Western Bulldogs,4.6,7.1,10.16,14.18,102.0,Adelaide,6.3,9.6,13.9,16.13,109
2015QF02,2015,QF,2015-09-12,17.3,13.5,3.4999999999999996,Subiaco,1:20 PM,40071.0,Fremantle,4.1,6.4,8.8,10.9,69.0,Sydney,1.6,2.11,5.13,7.18,60
2015EF02,2015,EF,2015-09-13,24.6,14.4,0.0,M.C.G.,3:20 PM,78189.5,Richmond,2.3,9.3,12.3,14.4,88.0,North Melbourne,1.6,6.8,11.13,15.15,105
2015SF01,2015,SF,2015-09-18,14.4,8.2,1.6,M.C.G.,7:50 PM,70879.0,Hawthorn,7.700000000000001,11.6,16.7,21.9,135.0,Adelaide,2.2,4.3,6.7,8.13,61
2015SF02,2015,SF,2015-09-19,19.5,12.2,3.4999999999999996,Stadium Australia,7:20 PM,31162.0,Sydney,2.1,3.3,5.7,7.9,51.0,North Melbourne,2.3,5.6,7.8,11.11,77
2015PF01,2015,PF,2015-09-25,22.6,14.1,0.0,Subiaco,6:20 PM,41508.0,Fremantle,2.1,4.4,8.4,10.7,67.0,Hawthorn,5.2,7.2,11.3,15.4,94
2015PF02,2015,PF,2015-09-26,23.2,10.2,0.0,Subiaco,5:45 PM,43080.0,West Coast,0.2,3.8,8.14,10.2,80.0,North Melbourne,3.4,4.7,5.11,7.13,55
2015GF01,2015,GF,2015-10-03,30.9,17.3,0.0,M.C.G.,2:30 PM,78189.5,West Coast,1.5,3.8,5.9,8.13,61.0,Hawthorn,5.0,9.3,14.5,16.11,107
2016R0101,2016,R1,2016-03-24,21.6,16.9,0.0,M.C.G.,7:20 PM,75706.0,Richmond,4.1,7.2,10.6,14.8,92.0,Carlton,4.4,5.7,11.9,12.11,83
2016R0102,2016,R1,2016-03-26,20.4,12.6,0.4,M.C.G.,1:40 PM,28505.0,Melbourne,5.0,5.4,6.5,12.8,80.0,Greater Western Sydney,3.4,6.8,8.14,10.18,78
2016R0103,2016,R1,2016-03-26,29.3,20.3,0.0,Carrara,3:35 PM,16239.0,Gold Coast,5.5,11.9,15.14,17.19,121.0,Essendon,1.0,5.1,7.5,9.6,60
2016R0104,2016,R1,2016-03-26,20.4,12.6,0.4,Docklands,7:25 PM,25485.0,North Melbourne,2.3,6.6,13.7,16.11,107.0,Adelaide,3.5,9.6,13.8,14.13,97
2016R0105,2016,R1,2016-03-26,26.3,17.5,0.2,S.C.G.,7:25 PM,33857.0,Sydney,3.9,10.12,14.21,18.25,133.0,Collingwood,1.1,1.4,5.6,7.11,53
2016R0106,2016,R1,2016-03-27,19.3,13.6,1.4,Docklands,1:10 PM,27832.0,Western Bulldogs,7.1,9.7,10.11,15.13,103.0,Fremantle,0.2,1.5,4.7,5.8,38
2016R0107,2016,R1,2016-03-27,22.5,15.3,0.0,Adelaide Oval,2:50 PM,42896.0,Port Adelaide,4.1,9.2,13.9,20.13,133.0,St Kilda,4.4,9.8,14.9,15.1,100
2016R0108,2016,R1,2016-03-27,23.0,16.9,3.4999999999999996,Subiaco,4:40 PM,35201.0,West Coast,7.4,13.7,19.15,25.100000000000005,160.5,Brisbane Lions,5.2,7.4,11.7,15.12,102
2016R0109,2016,R1,2016-03-28,19.2,9.4,0.0,M.C.G.,3:20 PM,74218.0,Geelong,4.0,11.1,11.4,18.8,116.0,Hawthorn,1.3,5.7,10.12,12.14,86
2016R0201,2016,R2,2016-04-01,27.1,13.9,0.0,M.C.G.,7:50 PM,72761.0,Collingwood,2.1,3.3,7.7,13.9,87.0,Richmond,2.2,3.8,7.12,12.14,86
2016R0202,2016,R2,2016-04-02,23.0,17.2,0.0,Adelaide Oval,1:15 PM,50555.0,Adelaide,6.4,13.5,19.15,22.12,144.0,Port Adelaide,1.2,4.8,7.12,11.2,86
2016R0203,2016,R2,2016-04-02,19.8,15.7,0.0,M.C.G.,2:10 PM,50424.0,Essendon,2.2,7.7,8.1,11.14,80.0,Melbourne,1.4,6.4,7.7,10.7,67
2016R0204,2016,R2,2016-04-02,30.4,19.9,0.0,Gabba,3:35 PM,18021.0,Brisbane Lions,2.7,4.11,7.12,11.17,83.0,North Melbourne,2.3,8.8,13.13,17.15,117
2016R0205,2016,R2,2016-04-02,19.8,15.7,0.0,Docklands,7:25 PM,37353.0,St Kilda,1.1,3.5,4.5,5.6,36.0,Western Bulldogs,3.6,7.6,9.13,13.15,93
2016R0206,2016,R2,2016-04-02,30.5,14.1,0.0,Subiaco,4:40 PM,34208.0,Fremantle,4.4,6.7,11.1,14.16,100.0,Gold Coast,4.3,11.6,16.9,19.12,126
2016R0207,2016,R2,2016-04-03,25.0,12.2,0.0,Manuka Oval,1:10 PM,13656.0,Greater Western Sydney,2.1,8.4,12.8,13.11,89.0,Geelong,1.5,5.7,8.8,11.1,76
2016R0208,2016,R2,2016-04-03,20.0,9.0,0.0,M.C.G.,3:20 PM,42977.0,Hawthorn,4.4,7.8,11.11,14.15,99.0,West Coast,0.2,4.5,7.8,7.11,53
2016R0209,2016,R2,2016-04-03,20.0,9.0,0.0,Docklands,4:40 PM,33146.0,Carlton,3.2,4.5,6.1,10.11,71.0,Sydney,4.4,10.7,14.7,20.11,131
2016R0301,2016,R3,2016-04-08,20.7,8.8,0.0,Adelaide Oval,7:20 PM,43663.0,Port Adelaide,7.4,11.5,14.8,17.1,112.0,Essendon,1.4,4.6,4.7,7.9,51
2016R0302,2016,R3,2016-04-09,23.3,8.5,0.0,M.C.G.,1:45 PM,50903.0,St Kilda,6.3,9.6,15.7,18.11,119.0,Collingwood,4.3,9.4,10.6,14.6,90
2016R0303,2016,R3,2016-04-09,23.3,8.5,0.0,Docklands,2:10 PM,29951.0,Richmond,2.3,7.5,9.1,13.14,92.0,Adelaide,4.4,11.6,17.9,19.14,128
2016R0304,2016,R3,2016-04-09,23.2,16.2,0.7,S.C.G.,4:35 PM,37045.0,Sydney,2.3,5.4,8.7,14.9,93.0,Greater Western Sydney,0.2,4.4,6.5,10.8,68
2016R0305,2016,R3,2016-04-09,28.8,20.3,0.0,Carrara,7:25 PM,13885.0,Gold Coast,3.2,5.7,9.1,13.17,95.0,Carlton,1.3,3.5,5.8,5.11,41
2016R0306,2016,R3,2016-04-09,24.1,17.6,0.0,Subiaco,5:40 PM,40555.0,West Coast,2.1,4.7,7.11,12.2,92.0,Fremantle,3.3,3.7,4.1,8.11,59
2016R0307,2016,R3,2016-04-10,21.1,14.8,0.0,Bellerive Oval,1:10 PM,12607.0,North Melbourne,7.700000000000001,10.4,17.7,21.1,136.0,Melbourne,2.2,11.5,14.7,20.11,131
2016R0308,2016,R3,2016-04-10,23.8,13.3,0.0,Docklands,3:20 PM,46808.0,Western Bulldogs,0.2,4.5,10.8,13.12,90.0,Hawthorn,2.4,5.5,7.7,14.9,93
2016R0309,2016,R3,2016-04-10,22.6,13.9,0.0,Kardinia Park,4:40 PM,23320.0,Geelong,6.2,10.5,12.14,18.17,125.0,Brisbane Lions,1.5,3.9,6.11,7.14,56
2016R0401,2016,R4,2016-04-15,26.7,13.9,0.0,Subiaco,6:10 PM,38860.0,West Coast,6.8,10.13,13.16,18.17,125.0,Richmond,2.0,3.1,6.3,9.3,57
2016R0402,2016,R4,2016-04-16,20.1,13.7,0.0,M.C.G.,1:45 PM,42723.0,Essendon,2.2,5.4,6.5,6.6,42.0,Geelong,2.3,5.6,6.13,9.18,72
